Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
0,4400,3,340,2.8,1,1,1992,1
0,3150,4,320,2.5,0,0,2002,64
6,10900,2,287,2.5,2,1,2004,277
0,3050,4,250,2.5,2,0,2001,64
6,30385,4,0,2,0,1,2014,285
1,20999,0,170,4.8,3,1,2008,299
6,1500,3,255,1.9,0,0,1998,214
5,8500,4,200,2,3,1,1999,295
5,9200,3,115,1.6,1,1,2008,110
5,20800,3,49,3.5,3,1,2011,102
4,8100,5,206,1.9,0,1,2005,286
6,13500,3,104,1.8,3,1,2010,208
4,4900,5,218,1.5,0,1,2006,159
6,6600,1,136,1.4,1,1,2001,145
3,1450,0,245,2.8,0,0,1996,200
6,3600,3,320,1.8,1,1,1989,205
5,24000,3,51,2.5,1,1,2014,102
5,12700,3,130,2.4,3,1,2008,102
2,14500,2,315,5,1,1,2004,81
1,2299,3,200,1.8,3,0,1999,17
1,8900,3,234,3.5,1,1,1999,47
0,30500,4,152,3,0,1,2012,64
2,4000,3,370,3.2,0,0,2002,115
5,12900,3,137,2.4,3,1,2008,102
6,3300,3,200,1.8,3,1,1989,205
5,9800,3,178,1.8,3,1,2007,72
4,15200,2,173,2.3,0,1,2013,192
6,4950,4,290,1.8,3,1,1996,206
6,55500,0,36,3,0,1,2015,284
6,17900,5,188,2.5,0,1,2008,196
2,5900,0,271,2.7,0,0,2003,182
5,20500,0,225,4.7,1,1,2003,168
1,5000,2,300,1.8,3,1,1994,17
6,11500,5,100,2,0,1,2010,278
6,2900,1,230,1.6,3,1,2000,145
3,4800,3,247,2,1,1,1998,141
4,1550,4,235,2,3,0,1998,163
3,16000,0,147,2.5,0,1,2008,202
6,6400,5,312,2.5,0,1,2000,276
1,5800,2,400,2,3,1,1998,31
2,11000,3,263,3.2,0,1,2001,115
4,4500,3,305,1.5,0,1,2004,194
4,14200,0,83,2,0,1,2012,160
1,71500,0,19,2.5,0,1,2015,299
0,6200,3,200,1.8,3,1,2003,61
6,10500,5,130,1.9,0,1,2010,101
5,12700,3,136,3.5,3,1,2007,102
0,7000,2,126,2.6,3,1,1998,52
1,4500,3,230,4,1,1,1994,38
1,4800,4,400,2.5,0,1,1994,34
4,11500,5,170,1.5,0,1,2012,151
1,42000,0,33,2,3,1,2014,298
2,22600,0,165,3,0,1,2007,184
6,9900,3,80,1.6,3,1,2011,214
2,13500,5,259,3,0,1,2007,296
6,10600,2,140,2,2,1,2007,208
2,12500,5,242,2.2,0,1,2008,296
4,7499,5,123,1.5,0,1,2009,159
6,9999,1,118,1.2,0,1,2011,214
5,18600,1,73,1.6,3,1,2013,70
6,7600,1,225,1.4,3,1,2004,147
6,9200,1,127,1.6,3,1,2007,147
0,3700,4,290,1.9,0,0,2002,61
1,26000,0,270,4.8,3,1,2008,299
1,12950,3,268,4,0,1,2004,48
3,15200,0,193,3,1,1,2008,203
0,62000,4,24,3,0,1,2015,65
5,68500,5,1,3.5,3,1,2016,253
6,2500,1,111,1.6,1,1,1999,145
6,2600,2,296,1.9,0,0,2000,145
2,12250,5,300,2.2,0,1,2007,296
5,39900,0,94,4,1,1,2010,173
6,1500,2,160,1.4,3,0,1999,145
2,3700,3,270,3.5,3,0,2004,228
1,8999,2,160,1.8,3,1,1997,17
3,9900,2,200,2.5,0,1,2007,161
6,16800,0,249,5,0,1,2005,284
6,23999,3,0,1.6,0,1,2016,158
2,36000,0,162,3,0,1,2009,127
3,15800,2,146,2.5,0,1,2013,161
6,19300,3,136,2,0,1,2011,209
4,6450,5,148,1.5,0,1,2012,159
4,4200,5,220,1.5,0,1,2004,159
1,32000,0,52,3,3,1,2012,299
5,12500,3,110,2.4,1,1,2007,102
1,47900,0,178,4,0,1,2012,299
2,21999,3,200,3,0,1,2008,115
5,7500,1,74,1.3,3,1,2008,303
2,125000,3,17,3,0,1,2015,228
1,30500,1,110,4.4,3,1,2008,301
6,17191.2,3,0,1.6,3,1,2016,158
2,45555,3,42,3,0,1,2011,228
1,15200,3,227,2.5,3,1,2008,34
6,7800,5,226,1.9,0,1,2005,278
6,22000,1,40,1.4,3,1,2013,149
3,9300,0,156,2.4,1,1,2006,198
2,31900,3,97,2.2,0,1,2011,115
2,9350,5,160,2.2,0,1,2008,296
1,32500,3,134,2,0,1,2010,31
4,10200,4,151,1.5,0,1,2011,194
5,8200,0,200,2,1,1,2002,222
2,7400,3,190,2,3,1,2002,79
3,14200,0,155,3,1,1,2007,199
6,24900,3,1,1.6,0,1,2016,158
2,24300,3,150,3.5,1,1,2008,228
6,9300,5,176,1.9,0,1,2005,277
6,21000,0,130,2.5,0,1,2008,284
0,36000,0,145,3,3,1,2010,219
3,22900,0,69,2.4,3,1,2014,198
2,9900,3,275,2.2,2,1,2005,115
6,3950,1,288,1.8,1,1,1996,144
5,28700,0,100,3.5,3,1,2012,154
6,16900,5,121,2,0,1,2014,278
2,7300,3,245,2.8,1,1,1998,115
2,2200,3,400,2,3,1,1988,7
5,25500,2,103,3.5,3,1,2010,292
6,7650,2,260,2,0,1,2005,101
5,22800,2,55,2.5,3,1,2013,102
4,8900,5,170,1.9,0,1,2005,286
4,10990,3,118,2,3,1,2012,120
2,107777,0,0,3,0,1,2016,137
5,17000,3,95,2,1,1,2011,72
4,999,3,430,2,1,1,1988,13
1,66500,0,0,2,2,1,2016,299
6,4300,4,289,2,3,1,1994,206
1,3350,4,295,2,0,0,2002,18
5,10400,3,87,1.6,3,1,2008,110
1,22700,0,216,4.8,3,1,2007,299
4,6700,5,102,1.5,0,1,2012,159
0,3800,3,257,2,3,1,1993,52
6,10900,4,185,1.4,3,1,2011,149
2,11000,5,300,2.2,0,1,2007,296
6,51900,0,30,3,0,1,2015,284
2,18900,3,232,3,0,1,2007,115
1,25500,3,148,3,0,1,2007,37
4,14500,3,98,1.5,0,1,2014,120
1,7900,3,260,3.5,3,1,1997,37
0,44800,0,95,3,0,1,2014,219
5,26200,2,73,2.5,0,1,2012,155
1,14000,0,164,3,0,0,2006,299
4,7900,5,300,1.9,0,1,2006,286
6,10777,5,157,1.6,0,1,2012,101
4,8300,5,217,1.9,0,1,2004,286
6,40000,3,1,1.4,3,1,2015,210
2,16800,2,266,3,0,1,2007,115
0,43000,0,1,2,3,1,2016,217
5,22900,3,60,2.5,3,1,2012,102
0,10900,3,225,2.4,3,1,2005,64
1,2550,3,280,1.6,3,0,2000,16
2,18700,2,142,2.2,0,1,2007,293
5,3800,3,220,1.6,3,1,1994,105
2,7700,5,290,2.2,0,1,2004,296
1,112000,3,16,3,0,1,2015,46
2,2600,5,280,2.9,0,0,1997,264
6,14900,4,165,1.4,3,1,2013,209
3,11960,2,140,2.5,0,1,2007,161
3,19800,0,130,2.5,0,1,2011,202
2,12800,5,116,2.2,0,1,2012,296
2,34000,3,69,2,3,1,2013,115
0,29999,3,97,3,3,1,2011,240
3,4900,4,250,2.5,3,1,2001,141
1,12900,3,200,2.5,3,1,2006,32
2,12600,3,300,2.7,0,1,2003,115
6,9800,2,117,1.6,0,1,2014,101
0,3650,3,270,1.9,0,1,2002,64
6,37900,0,73,3,0,1,2012,284
6,17900,0,145,3,0,1,2007,284
1,37500,0,110,4.4,3,1,2011,301
1,27900,3,170,3,3,1,2011,36
6,10600,5,153,1.6,0,1,2012,101
2,39900,0,127,5.5,3,1,2010,132
6,5200,5,260,1.9,0,0,2005,285
6,16999,3,105,1.8,3,1,2011,209
4,8400,5,260,1.9,0,1,2005,286
0,30900,0,27,2,3,1,2011,218
2,9500,5,248,2.2,0,1,2005,296
3,12800,0,153,1.6,1,1,2011,68
1,48900,0,60,3,0,1,2011,298
4,11600,4,165,1.5,0,1,2012,194
6,20200,1,22,1.2,3,1,2014,149
2,12700,1,140,1.7,1,1,2007,74
5,17835,0,240,2.7,1,1,2007,173
2,30900,3,71,2.2,0,1,2012,115
4,9500,3,88,1.6,1,1,2012,120
6,11500,5,192,1.9,0,1,2008,101
4,18932.55,1,0,1.5,0,1,2016,194
4,11700,4,155,1.5,0,1,2012,194
4,9900,0,201,1.9,0,1,2006,159
2,19500,3,180,3,0,1,2008,115
0,3400,4,261,2.5,0,0,2004,64
6,8200,2,102,1.6,0,1,2012,101
5,15600,3,165,3.5,1,1,2008,102
5,47500,0,45,3,0,1,2014,173
0,33900,3,58,2,3,1,2014,63
5,97500,0,2,4.6,3,1,2016,170
4,15000,3,21,1.5,0,1,2014,120
5,28999,3,86,3.5,3,1,2013,102
0,15000,1,66,1.2,3,1,2011,59
5,36000,0,66,3,0,1,2010,173
5,19500,0,150,4,3,1,2005,173
2,5000,3,350,1.8,2,1,1995,79
2,17800,3,73,3,3,1,2008,79
2,5000,3,215,2.6,1,1,1992,115
4,3100,1,275,1.2,3,1,1991,108
4,1200,3,240,1.7,1,1,1988,53
1,3800,3,100,1.8,3,1,1992,17
4,1999,4,260,1.9,0,0,2001,163
2,8800,3,330,5,3,1,2000,232
4,8800,5,250,1.9,0,1,2006,286
2,15300,2,168,3.2,3,1,2003,95
1,39900,3,5,2,3,1,2016,31
4,7400,5,181,2,0,1,2007,286
6,28000,5,163,2,0,1,2010,196
6,12300,5,182,2,0,1,2011,280
4,3600,3,101,2,3,1,1997,194
5,8450,3,193,1.6,1,1,2007,110
6,2500,1,297,1.6,3,1,1995,144
5,9950,3,106,1.6,1,1,2008,110
2,23200,3,58,1.8,3,1,2010,79
5,10500,3,124,1.8,3,1,2008,72
2,11200,3,280,2.2,0,1,2005,115
6,9750,5,1,1.9,0,1,2004,277
5,20800,0,70,2.7,3,1,2008,173
0,33500,1,35,1.8,3,1,2014,63
6,10000,3,66,1.6,3,1,2011,214
3,2199,1,400,1.8,2,1,1991,141
0,16800,1,47,1.2,3,1,2013,60
2,25500,0,200,4,0,1,2007,129
0,2099,3,314,1.9,0,0,1996,61
5,20000,0,250,4.2,0,1,2000,168
6,7400,5,380,2.5,0,1,2000,275
1,16500,3,150,2.5,3,1,2005,21
2,43500,2,51,3,0,1,2014,115
6,3100,1,118,1.8,1,1,1993,144
2,12100,3,310,2.2,0,1,2005,115
2,12000,5,230,2.2,0,1,2008,296
3,33000,2,0,2.4,0,1,2016,161
4,15672.15,5,0,1.5,0,1,2016,113
4,6600,5,134,1.5,0,1,2011,159
4,12800,4,127,1.5,0,1,2011,194
4,7200,5,73,1.5,0,1,2012,159
1,21000,1,79,1.6,3,1,2013,4
3,5900,1,92,1.6,3,1,2003,106
6,9500,5,205,2,3,1,2006,208
4,2100,5,270,1.9,0,0,2002,248
5,8100,1,91,1.6,3,1,2007,70
2,60000,0,140,5.5,1,1,2008,125
1,2899,3,260,2,0,0,2000,18
1,73900,3,57,4.4,3,1,2013,178
1,3400,4,191,2,0,0,2002,18
1,26500,3,70,3,3,1,2008,23
3,5800,3,186,1.6,3,1,2006,164
1,9999,3,200,1.8,3,1,2004,17
6,12999,4,95,1.6,0,1,2010,208
2,75500,5,14,2.2,0,1,2015,289
1,2499,3,210,1.8,3,0,2000,17
6,3500,1,201,1.9,0,0,2002,145
6,10000,5,283,2.5,0,1,2005,277
3,7000,3,133,1.6,3,1,2008,164
6,35999,0,84,3,0,1,2011,284
3,2900,3,350,1.6,3,1,1994,164
6,32400,0,50,2,0,1,2014,283
3,15000,0,95,2.5,0,1,2008,202
3,7300,3,145,1.6,3,1,2008,164
5,30500,3,7,2.5,1,1,2015,102
1,6300,3,270,3.5,3,1,1998,47
1,23500,0,180,4.8,3,1,2008,299
6,10400,3,87,1.6,3,1,2011,214
6,22600,0,187,3,0,1,2008,284
6,8900,1,128,1.4,3,1,2010,214
0,8400,3,260,1.8,1,1,2003,61
5,13300,3,158,2,1,1,2009,72
2,16500,5,152,2.2,0,1,2012,296
4,4200,4,180,1.4,3,1,2000,159
6,18999,3,122,1.8,3,1,2012,211
3,12400,3,52,1.6,3,1,2013,166
3,3950,2,280,2.5,0,0,1994,200
5,13850,1,24,1.6,2,1,2010,70
3,5999,1,108,1.3,3,1,2006,109
1,5400,3,404,2.5,3,1,1992,34
2,28500,1,15,1.8,0,1,2014,58
2,46900,2,10,2.2,0,1,2012,115
4,12000,3,81,2,3,1,2012,120
6,29040,3,0,1.4,3,1,2015,158
0,9800,1,165,1.6,1,1,2006,60
1,7000,3,400,2.8,3,1,1998,35
6,12800,5,230,2,0,1,2011,278
1,8500,3,365,3,0,1,2001,36
5,3650,1,260,1.3,3,1,1996,110
6,11500,2,51,1.6,3,1,2013,214
6,9800,5,130,1.6,0,1,2012,101
4,2350,5,380,1.9,0,0,2003,118
0,21800,4,172,2,0,1,2011,61
6,20300,0,139,3,0,1,2008,284
2,11800,3,167,3.2,0,1,2003,115
4,8400,5,248,2.5,0,1,2005,286
2,81500,3,1,3,0,1,2016,134
5,14900,2,175,3.5,1,1,2008,102
3,7500,3,79,1.6,1,1,2008,164
6,9400,1,187,1.6,3,1,2008,147
4,8700,1,21,1.6,3,1,2011,246
6,13700,3,134,2,0,1,2012,208
0,4000,3,263,1.9,0,1,1996,61
6,8950,5,206,1.6,0,1,2012,101
0,4299,3,307,2.8,1,1,1991,1
5,36500,0,2,3,0,1,2014,155
2,7600,5,315,2.9,0,1,1996,264
3,9200,0,110,2.4,3,1,2006,198
2,13000,3,191,1.8,3,1,2005,115
5,24000,0,132,4,3,1,2008,173
2,20900,2,250,3.2,0,1,2007,184
1,18500,3,79,3,0,0,2012,36
2,2000,3,270,2.9,0,0,1996,115
0,2400,3,310,2,0,1,1989,1
4,12399,5,177,2,0,1,2009,286
5,15200,0,208,2,3,1,2006,222
0,23800,0,205,4.2,1,1,2007,219
6,3000,4,275,1.9,0,0,2001,207
2,4000,3,300,1.8,3,1,1996,79
4,7000,4,231,1.6,3,1,2008,248
6,17900,5,92,1.4,3,1,2012,252
0,3400,4,223,2.5,0,0,2001,64
1,7000,3,227,3,0,0,2004,46
0,98000,2,12,5.2,3,1,2012,221
6,12650,5,167,2,0,1,2011,278
6,39040,3,0,2,0,1,2014,211
1,25500,0,187,4.8,1,1,2007,299
6,9000,3,130,1.6,3,1,2012,214
1,47300,0,10,2,0,1,2016,298
4,11500,5,177,2,0,1,2008,286
3,19000,0,47,2,3,1,2012,68
2,18500,0,1,3.5,1,1,2006,185
6,7170,5,176,2,0,1,2005,101
2,28000,2,250,3,0,1,2008,127
0,28500,3,74,1.8,3,1,2012,61
6,25500,2,52,2,3,1,2012,250
3,10999,2,281,3,1,1,2003,203
2,42500,3,100,5.5,3,1,2011,232
5,16800,0,165,2.7,3,1,2005,173
6,17900,4,115,1.8,3,1,2012,209
1,19900,2,218,3,3,1,2007,24
6,8750,5,200,2.5,0,1,2006,277
2,111999,0,0,3,0,1,2016,137
1,9500,3,217,2.2,3,1,2002,18
5,7500,1,98,1.3,2,1,2006,303
2,32500,0,254,3.2,0,1,2008,127
0,3700,4,273,2.5,0,0,2003,64
3,8500,2,135,1.5,1,1,2008,166
2,109900,3,40,3,0,1,2014,228
2,39900,2,88,6.2,3,1,2008,84
2,4700,3,260,2.7,0,0,2002,115
0,13200,4,182,2.7,1,1,2003,65
4,6700,5,216,1.5,0,1,2010,159
6,23000,3,80,2,2,1,2011,211
6,6400,5,181,2,0,1,2008,101
2,97555,5,0,2.5,0,1,2016,289
0,7900,3,242,2,3,1,2002,61
2,5300,3,380,3,0,1,1995,115
5,24171.42,3,1,2.5,3,1,2016,102
0,23400,3,112,2,0,1,2012,61
5,10500,3,185,1.6,3,1,2008,110
2,4900,5,262,2.3,0,1,1998,296
1,16300,0,258,4.4,3,1,2005,299
4,1300,5,265,1.9,0,0,1999,159
2,6700,5,1,2.2,0,1,2004,296
4,2850,1,315,2.2,0,0,2003,163
2,109999,0,0,2.98,0,1,2016,137
0,3650,3,240,2.5,0,0,2000,64
6,4100,4,350,1.9,0,1,2003,207
2,9300,5,159,2.2,0,1,2010,296
1,18500,0,250,4.4,1,1,2005,299
2,7600,3,384,2.8,3,1,2000,115
3,7300,3,112,1.6,3,1,2008,164
4,6700,5,220,2,2,1,2007,286
5,14400,3,80,2.4,3,1,2008,102
5,10600,3,204,1.8,2,1,2008,72
4,10000,4,234,2,0,1,2008,163
5,12999,3,160,3.5,1,1,2007,71
4,6800,5,168,1.5,0,1,2012,159
6,15850,0,98,2,0,1,2008,283
4,6000,5,162,1.4,3,1,2007,159
6,44700,5,120,3.5,3,1,2013,252
4,5600,4,117,1.5,0,1,2008,159
2,21500,3,159,1.8,1,1,2012,115
4,7600,5,183,1.9,0,1,2006,286
6,9000,1,120,1.2,0,1,2012,214
1,35500,3,235,3,0,1,2010,46
3,5500,3,165,1.6,3,1,2006,164
2,32500,0,168,3.2,0,1,2009,127
1,18000,3,245,2.5,3,1,2007,32
2,18000,5,147,2.2,0,1,2013,296
4,10999,4,216,1.5,0,1,2012,194
2,22700,3,140,5,3,1,2007,232
5,23500,3,75,2.5,1,1,2011,102
2,10000,2,275,2.15,0,1,2006,265
6,7700,5,157,1.9,0,1,2006,101
6,10900,5,185,1.9,0,1,2009,101
0,12999,4,225,2.5,0,1,2004,65
1,67500,0,1,2,0,1,2016,299
6,6800,5,325,2.5,0,1,2001,275
3,4950,3,256,2,3,1,1997,141
4,6999,3,65,1.4,3,1,2012,271
6,29800,1,0,2,0,1,2015,149
2,16500,5,386,2.2,0,1,2006,265
1,6500,3,320,3,1,1,2000,36
4,9999,4,100,1.5,0,1,2010,159
6,8500,4,200,1.9,0,1,2003,207
5,5750,1,160,1,3,1,2006,303
1,4950,3,1,3,3,1,1996,46
1,19900,2,129,2,3,1,2008,18
3,15900,0,180,3,1,1,2008,203
5,13500,0,131,2.4,1,1,2006,222
6,18950,0,149,3,0,1,2008,284
1,75555,3,30,4.4,3,1,2014,40
6,3650,3,197,2,3,1,1996,206
6,16000,0,90,2,3,1,2011,283
5,21600,3,66,2.5,3,1,2011,102
5,9500,1,103,1.6,3,1,2008,70
0,51500,0,28,3,0,1,2014,219
6,5000,5,400,2.4,0,1,1993,275
6,27000,2,90,2,0,1,2014,283
4,10900,2,189,2,0,1,2012,286
1,37700,0,108,3,3,1,2011,298
4,6299,5,66,1.5,0,1,2012,159
2,39900,3,29,6.3,3,1,2007,236
1,26900,0,140,4.8,3,1,2009,299
0,8999,4,190,2.7,1,1,2004,65
2,20400,3,190,1.8,1,1,2011,115
6,16200,3,116,2,0,1,2011,209
3,5700,2,230,2,3,1,2003,141
1,9500,3,315,2.5,0,1,2001,34
1,25999,3,80,2,3,1,2012,18
0,28950,0,60,2,3,1,2012,218
0,6499,3,270,4.2,3,1,2000,241
0,3500,3,35,1.8,1,1,1990,52
4,7450,1,68,1.2,3,1,2009,195
2,10500,3,266,5,1,1,2004,232
1,31111,3,117,4.4,3,1,2010,50
5,27000,2,192,3,0,1,2007,155
5,26250,3,17,2.5,3,1,2015,102
2,7300,5,245,2.2,0,1,2002,296
4,11400,5,122,2,0,1,2013,286
6,2200,3,279,1.9,0,0,2000,207
5,10500,5,200,2.7,1,1,2005,282
5,10500,0,200,4.5,1,1,1996,172
6,10974.21,3,1,1.6,3,1,2015,214
6,11500,3,119,2,0,1,2007,208
1,42000,3,59,4.4,3,1,2009,50
2,17990,0,230,3,0,1,2007,220
0,2500,4,300,2.5,0,0,2002,64
0,16500,3,136,3.2,3,1,2007,64
0,47000,0,64,3,0,1,2013,219
3,5300,1,240,1.8,3,1,2000,106
5,41900,5,0,2.5,0,1,2016,153
1,7000,2,226,2.5,3,1,1999,34
2,26600,5,122,3,0,1,2012,296
3,6500,3,133,1.6,3,1,2007,164
6,9600,3,185,1.6,1,1,2008,158
3,3200,3,106,2,1,1,1997,141
2,11200,2,198,6,3,1,2004,235
3,7900,0,143,2,1,1,2007,198
0,29602.95,3,1,1.4,3,1,2016,61
2,8950,3,154,3.5,1,0,2005,97
4,8700,4,123,1.5,0,1,2009,194
5,12900,3,177,2.4,1,1,2009,102
4,10600,4,113,1.5,0,1,2011,194
5,8500,1,93,1.6,3,1,2007,70
5,14900,1,100,1.8,2,1,2010,216
3,2500,2,350,1.8,3,1,1990,141
0,34000,0,118,2,0,1,2013,218
2,39000,0,195,5,1,1,2002,124
2,10500,3,285,1.8,1,1,2003,115
3,2600,4,93,2.5,3,0,1997,141
1,4800,3,111,2.5,1,1,1991,34
6,7800,5,352,2.5,0,1,2001,275
2,99999,0,0,3,3,1,2016,134
5,15300,0,130,2,3,1,2008,222
5,8500,1,55,1,3,1,2011,73
4,3000,5,217,1.4,3,1,2004,159
1,5000,3,400,2,3,1,1991,31
4,11403.99,3,0,1.2,3,1,2016,176
1,59900,0,30,2,0,1,2016,299
6,5400,1,320,1.4,3,1,2002,145
6,17500,4,160,1.4,3,1,2011,209
4,6300,3,167,1.6,3,1,2005,194
6,1900,1,300,1.9,0,0,1999,145
5,12400,3,135,3.5,1,1,2007,102
6,8500,1,141,2,3,1,2000,77
2,47600,5,0,2.2,0,1,2016,296
2,39900,0,126,5.5,3,1,2010,131
6,3350,1,122,1.4,3,1,1993,144
4,8200,4,180,1.6,1,1,2010,159
6,22200,1,51,2,3,1,2013,197
4,7999,5,141,1.5,0,1,2006,248
6,2499,3,220,1.9,0,0,2004,207
1,66200,0,70,3,0,1,2014,299
0,21000,1,34,1.4,3,1,2013,60
6,7200,5,270,1.9,0,1,2008,278
1,34900,0,65,2,3,1,2013,298
0,17500,3,94,1.8,3,1,2008,61
6,9600,5,148,1.6,0,1,2011,101
5,2200,4,300,2,3,1,1989,102
1,32000,0,108,3,3,1,2008,301
6,4700,5,342,1.9,0,1,1996,276
6,11000,5,282,2.5,0,1,2006,277
6,24000,3,105,2,0,1,2012,211
4,4100,2,270,1.2,1,1,1999,159
1,5800,3,270,4.4,3,1,1996,38
0,8600,3,260,2.5,0,1,2002,64
0,3500,2,360,2.2,1,1,1990,1
2,7777,3,270,2.8,1,1,1996,223
6,19500,0,112,2.5,0,1,2008,284
1,13300,4,157,2,0,1,2007,31
3,15900,0,180,3,1,1,2008,203
2,28500,3,90,5.5,3,1,2007,232
1,27300,3,155,2,0,1,2012,31
4,4800,3,100,1.4,3,1,2006,108
2,11499,2,157,2.2,0,1,2012,296
1,8500,3,284,1.9,1,1,2000,16
2,47600,5,0,2.2,0,1,2016,296
5,17900,0,133,2.7,1,1,2007,173
0,11800,4,278,2.5,0,1,2005,64
0,11115,1,150,1.6,3,1,2008,60
6,12999,5,160,2,0,1,2011,279
5,24842.03,3,0,1.8,3,1,2016,72
3,8400,3,250,2,3,1,2007,166
5,15500,3,129,3.5,2,1,2008,102
1,13999,3,265,3,0,1,2005,46
5,42900,0,51,3,0,1,2013,173
6,47777,3,91,3,0,1,2012,212
4,7550,1,155,2,3,1,2007,163
1,68500,3,43,4.4,3,1,2013,50
6,8400,5,300,2.5,0,1,2004,277
4,24193.65,5,1,1.6,0,1,2015,286
4,14700,0,61,1.5,0,1,2013,114
4,8300,5,127,1.5,0,1,2011,159
6,19000,4,185,2,0,1,2011,209
1,3700,3,305,1.9,3,0,2000,17
1,4500,3,307,2.5,3,1,1994,34
5,9400,3,140,1.6,3,1,2008,110
5,25000,0,115,5.7,3,1,2007,287
6,18000,3,110,2,0,1,2013,209
5,12300,3,135,2.4,3,1,2006,102
2,20500,3,235,2.2,0,1,2007,115
4,11900,2,162,2.3,2,1,2011,192
1,3990,3,350,2.5,3,1,1995,34
2,13600,5,190,2.2,0,1,2009,296
1,17300,3,180,3,0,1,2007,46
2,12500,5,386,2.2,0,1,2008,265
1,13900,0,184,3,1,1,2004,299
1,39600,0,98,3,3,1,2011,301
6,11700,5,185,1.4,3,1,2008,112
0,7200,3,250,2.4,1,1,1998,64
0,10999,3,200,1.8,3,1,2006,61
4,7900,4,105,1.5,0,1,2010,159
2,13900,2,168,5,3,1,2002,81
6,4500,4,390,1.9,0,1,1996,206
5,9000,0,180,1.8,1,1,2003,193
4,10500,4,233,1.5,0,1,2009,163
2,13000,3,220,5,3,1,2003,232
4,7300,5,186,1.5,0,1,2010,159
5,21999,3,80,2.5,2,1,2012,102
3,10500,3,57,1.5,1,1,2011,166
4,8300,5,137,1.5,0,1,2014,159
3,12300,2,175,2.5,0,1,2008,161
2,2900,3,282,2.2,0,0,2000,10
2,12950,3,313,3.2,0,1,2003,227
1,23500,0,140,4.8,3,1,2008,299
0,33300,0,71,2,3,1,2011,218
3,8200,0,210,2.4,1,1,2007,198
6,7800,3,220,1.8,1,1,2002,207
5,21800,0,170,4,1,1,2006,173
2,22900,3,74,2.2,0,1,2011,79
6,8500,2,200,1.6,0,1,2011,101
0,16700,4,131,2,0,1,2009,61
5,10100,3,142,2.4,3,1,2007,102
4,7700,5,125,1.5,0,1,2012,159
3,10800,0,190,3,1,1,2006,202
2,4700,3,1,1.8,3,1,1996,79
0,5999,4,248,2.5,0,1,2000,64
4,5800,5,143,1.5,0,1,2007,159
3,5400,3,200,1.6,1,1,2005,164
0,3000,4,270,2.5,0,1,1998,61
3,3200,3,330,1.3,1,1,1996,164
2,43999,3,132,3,0,1,2010,228
0,3600,4,250,2.5,2,1,1999,64
2,5500,5,400,2.3,0,1,1996,296
6,10200,3,129,2,3,1,2006,208
2,31500,3,123,2.2,0,1,2011,115
5,11500,3,110,1.6,3,1,2011,110
3,10888,3,63,2,3,1,2012,166
5,38500,0,20,5.7,1,1,2014,287
0,4500,4,206,2.5,0,0,2003,64
6,55555,5,63,2,0,1,2013,196
6,13999,0,150,2.5,0,1,2005,284
6,6700,5,300,2.5,0,1,1997,275
4,7100,5,135,1.5,0,1,2013,159
0,81500,3,0,3,3,1,2016,66
4,6200,5,122,1.5,0,1,2007,159
2,42500,3,110,3,0,1,2011,228
1,75000,0,16,3,0,1,2015,301
1,48550,2,147,4,0,1,2012,299
2,11000,0,148,3.2,3,1,2001,184
1,7500,3,275,2,1,1,1998,31
5,2999,4,5,1.3,3,1,1989,110
1,22500,2,100,3,3,1,2007,42
6,11900,5,273,2.5,0,1,2003,275
6,17900,0,167,3,0,1,2007,284
4,6700,5,118,1.5,0,1,2012,159
1,22900,2,25,3,3,1,2008,21
5,9300,3,170,1.8,1,1,2006,72
6,20350,4,111,2,0,1,2012,209
6,72000,0,0,3,0,1,2016,284
1,16800,0,250,3,0,1,2004,299
5,8900,3,115,1.6,3,1,2008,110
3,22800,0,43,2.4,3,1,2013,198
6,8800,3,86,1.6,3,1,2012,214
6,14100,4,115,2,0,1,2011,101
3,9200,3,84,2,3,1,2009,166
5,75500,0,50,4.6,3,1,2015,170
6,2900,3,2,1.8,3,1,1989,205
0,6100,3,305,1.6,2,1,1996,61
4,7245,3,87,1.4,3,1,2008,194
4,2500,3,170,1.9,0,0,2003,248
4,11200,4,165,1.5,0,1,2012,194
4,13500,5,198,1.5,0,1,2012,151
0,13700,3,300,2,0,1,2005,64
0,4300,3,340,2.4,1,1,1998,64
6,9999,5,310,2.5,0,1,2007,277
2,6500,3,435,3.2,3,1,1994,223
2,11400,5,174,2.2,0,1,2012,296
5,10500,3,180,3.5,3,1,2007,102
4,2999,5,245,1.5,0,1,2003,159
2,29500,0,180,3.2,0,1,2008,127
2,8000,3,300,2,3,1,2000,115
3,10500,3,130,2,3,1,2008,166
2,11400,3,220,5,3,1,2004,232
6,8300,1,147,1.6,1,1,2006,146
0,6900,3,250,2.4,1,1,1999,64
2,8500,2,210,4.3,1,1,2000,187
6,17300,0,148,3,0,1,2007,284
6,3500,4,215,2,3,1,1993,205
6,5000,1,220,1.4,3,1,2003,214
3,6900,3,118,1.6,3,1,2007,164
5,5500,0,188,2,3,1,1999,222
1,17900,2,98,3,3,1,2007,305
6,11500,5,210,2,0,1,2012,101
6,12800,4,167,1.6,0,1,2011,150
6,7000,5,350,1,2,1,2004,278
1,8400,3,220,2.2,1,1,2001,29
0,3000,5,11,1.9,0,0,1999,64
4,5200,3,160,1.4,1,1,2008,271
